      -202.26210        631.08130       -7.4266996       -202.23363        631.06323       -7.4822588       -202.29057        631.09937       -7.3711405       -202.09306        631.13574       -7.3591652       -202.43114        631.02686       -7.4942341 
      -202.48441        631.22156       -6.9953003       -202.45593        631.20349       -7.0508595       -202.51288        631.23962       -6.9397411       -202.31537        631.27600       -6.9277658       -202.65344        631.16711       -7.0628347 
      -202.70529        631.36328       -6.5609999       -202.67682        631.34521       -6.6165590       -202.73376        631.38135       -6.5054407       -202.53625        631.41772       -6.4934654       -202.87433        631.30884       -6.6285343 
      -202.92841        631.50470       -6.1265998       -202.89993        631.48663       -6.1821589       -202.95688        631.52277       -6.0710406       -202.75937        631.55914       -6.0590653       -203.09744        631.45026       -6.1941342 
      -203.14749        631.62872       -5.6458001       -203.12070        631.61768       -5.7039833       -203.17429        631.63977       -5.5876169       -202.97845        631.68317       -5.5782657       -203.31653        631.57428       -5.7133346 
      -203.35611        631.71527       -5.1907001       -203.32932        631.70422       -5.2488832       -203.38290        631.72632       -5.1325169       -203.18707        631.76971       -5.1231656       -203.52515        631.66083       -5.2582345 
      -203.56990        631.80139       -4.7339001       -203.54311        631.79034       -4.7920833       -203.59669        631.81244       -4.6757169       -203.40086        631.85583       -4.6663656       -203.73894        631.74695       -4.8014345 
      -203.77629        631.88806       -4.2800999       -203.74950        631.87701       -4.3382831       -203.80309        631.89911       -4.2219167       -203.60725        631.94250       -4.2125654       -203.94533        631.83362       -4.3476343 
      -204.00250        631.94800       -3.7810001       -203.97728        631.94427       -3.8407886       -204.02773        631.95172       -3.7212117       -203.83347        632.00244       -3.7134657       -204.17154        631.89355       -3.8485346 
      -204.20261        631.97729       -3.3079000       -204.17738        631.97357       -3.3676884       -204.22783        631.98102       -3.2481115       -204.03357        632.03174       -3.2403655       -204.37164        631.92285       -3.3754344 
      -204.39890        632.00659       -2.8406999       -204.37367        632.00287       -2.9004884       -204.42412        632.01031       -2.7809114       -204.22986        632.06104       -2.7731655       -204.56793        631.95215       -2.9082344 
      -204.59720        632.03558       -2.3716998       -204.57198        632.03186       -2.4314883       -204.62242        632.03931       -2.3119113       -204.42816        632.09003       -2.3041654       -204.76624        631.98114       -2.4392343 
      -204.80249        632.03778       -1.8785999       -204.77960        632.04120       -1.9393390       -204.82538        632.03436       -1.8178607       -204.63345        632.09222       -1.8110654       -204.97153        631.98334       -1.9461343 
      -204.98030        632.01135       -1.4010000       -204.95741        632.01477       -1.4617392       -205.00319        632.00793       -1.3402609       -204.81126        632.06580       -1.3334656       -205.14934        631.95691       -1.4685345 
      -205.16299        631.98340      -0.92600000       -205.14011        631.98682      -0.98673910       -205.18588        631.97998      -0.86526090       -204.99396        632.03784      -0.85846555       -205.33203        631.92896      -0.99353445 
      -205.34041        631.95697      -0.45120001       -205.31752        631.96039      -0.51193911       -205.36330        631.95355      -0.39046088       -205.17137        632.01141      -0.38366553       -205.50945        631.90253      -0.51873446 
      -205.53799        631.88586      0.059200000       -205.51767        631.89673    -0.0015808851       -205.55832        631.87500       0.11998089       -205.36896        631.94031       0.12673447       -205.70703        631.83142    -0.0083344700 
      -205.69351        631.80231       0.53530002       -205.67319        631.81317       0.47451913       -205.71384        631.79144       0.59608090       -205.52448        631.85675       0.60283446       -205.86255        631.74786       0.46776554 
      -205.85310        631.71741        1.0093000       -205.83278        631.72827       0.94851911       -205.87343        631.70654        1.0700809       -205.68407        631.77185        1.0768344       -206.02214        631.66296       0.94176555 
      -206.01450        631.63177        1.4840000       -205.99417        631.64264        1.4232191       -206.03482        631.62091        1.5447809       -205.84546        631.68622        1.5515344       -206.18353        631.57733        1.4164655 
      -206.17200        631.52014        2.0077999       -206.15372        631.53857        1.9482151       -206.19028        631.50171        2.0673847       -206.00296        631.57458        2.0753343       -206.34103        631.46570        1.9402654 
      -206.31889        631.37469        2.4712999       -206.30061        631.39313        2.4117150       -206.33717        631.35626        2.5308847       -206.14986        631.42914        2.5388343       -206.48793        631.32025        2.4037654 
      -206.45959        631.23157        2.9365001       -206.44131        631.25000        2.8769152       -206.47787        631.21313        2.9960849       -206.29056        631.28601        3.0040345       -206.62863        631.17712        2.8689656 
      -206.60091        631.08752        3.4053001       -206.58263        631.10596        3.3457153       -206.61919        631.06909        3.4648850       -206.43187        631.14197        3.4728346       -206.76994        631.03308        3.3377657 
      -206.74899        630.90479        3.9064000       -206.73344        630.92957        3.8483536       -206.76454        630.88000        3.9644463       -206.57996        630.95923        3.9739344       -206.91803        630.85034        3.8388655 
      -206.87219        630.71100        4.3582001       -206.85664        630.73578        4.3001537       -206.88774        630.68622        4.4162464       -206.70316        630.76544        4.4257345       -207.04123        630.65656        4.2906656 
      -206.98941        630.51831        4.8154001       -206.97386        630.54309        4.7573538       -207.00496        630.49353        4.8734465       -206.82037        630.57275        4.8829346       -207.15845        630.46387        4.7478657 
      -207.11320        630.32458        5.2658000       -207.09766        630.34937        5.2077537       -207.12875        630.29980        5.3238463       -206.94417        630.37903        5.3333344       -207.28224        630.27014        5.1982656 
      -207.22310        630.09369        5.7431998       -207.21098        630.12567        5.6879120       -207.23521        630.06171        5.7984877       -207.05406        630.14813        5.8107343       -207.39214        630.03925        5.6756654 
      -207.31760        629.84381        6.1759000       -207.30548        629.87579        6.1206121       -207.32971        629.81183        6.2311878       -207.14856        629.89825        6.2434344       -207.48663        629.78937        6.1083655 
      -207.40891        629.59601        6.6073999       -207.39679        629.62799        6.5521121       -207.42102        629.56403        6.6626878       -207.23987        629.65045        6.6749344       -207.57794        629.54156        6.5398655 
      -207.50639        629.34650        7.0358000       -207.49428        629.37848        6.9805121       -207.51851        629.31451        7.0910878       -207.33736        629.40094        7.1033344       -207.67543        629.29205        6.9682655 
      -199.98000        615.27600      -0.17484999       -200.42039        615.13416      -0.35079998       -199.53960        615.41791     0.0011000000       -199.89749        615.30334      -0.40340000       -200.06250        615.24878      0.053700000 
