       0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000    9.3595400e-06    6.7743400e-05    0.00010538500    8.5717100e-05    6.1222400e-05    5.5093300e-05    5.1499600e-05    4.9024000e-05    4.7375800e-05    4.6063400e-05    4.5126800e-05    4.4326300e-05    4.3703500e-05    4.3208900e-05    4.2873200e-05    4.2346200e-05    4.2093400e-05    4.2112300e-05    4.1674300e-05    4.1525200e-05    4.1230800e-05    4.0973100e-05    4.0876100e-05    4.0838700e-05    4.0590700e-05    4.0388300e-05    4.0282200e-05    4.0078800e-05    3.9769500e-05    3.9564800e-05    3.9059900e-05    3.7845200e-05    4.2037200e-05    4.1953000e-05    4.1878800e-05    4.1849700e-05    4.1837800e-05    4.1742100e-05    4.1600100e-05    4.1441500e-05    4.1323700e-05    4.1300100e-05    4.1328900e-05    4.1331700e-05    4.1286800e-05    4.1148900e-05    4.1011500e-05    4.0957800e-05 
       0.0000000        0.0000000        0.0000000        0.0000000        0.0000000    6.5564100e-06    5.6689400e-05    9.4071400e-05    7.9120200e-05    5.9553700e-05    5.3924000e-05    5.0751100e-05    4.8722100e-05    4.7340000e-05    4.6299100e-05    4.5712500e-05    4.4883500e-05    4.4473500e-05    4.4121800e-05    4.3896600e-05    4.3606100e-05    4.3394700e-05    4.3207900e-05    4.3105800e-05    4.3016700e-05    4.2710700e-05    4.2716100e-05    4.2509300e-05    4.2448700e-05    4.2384700e-05    4.2187600e-05    4.2046100e-05    4.1979500e-05    4.1776800e-05    4.1710700e-05    4.1478900e-05    4.1355200e-05    4.1142400e-05    4.1228100e-05    4.0934200e-05    4.3423300e-05    4.3363000e-05    4.3273800e-05    4.3170700e-05    4.3089900e-05    4.3036800e-05    4.3019400e-05    4.3011800e-05    4.2989700e-05    4.2932500e-05    4.2841200e-05    4.2723400e-05    4.2632700e-05    4.2593000e-05    4.2572700e-05    4.2568600e-05 
       0.0000000        0.0000000    2.4187700e-06    3.8609900e-05    7.3971300e-05    7.3040600e-05    5.5966400e-05    5.1303800e-05    4.8954900e-05    4.7540200e-05    4.6601100e-05    4.5979700e-05    4.5516800e-05    4.5170500e-05    4.4953400e-05    4.4468300e-05    4.4634900e-05    4.4575500e-05    4.4321500e-05    4.4247400e-05    4.4198700e-05    4.4153200e-05    4.4026700e-05    4.3996500e-05    4.4048900e-05    4.3719100e-05    4.3837900e-05    4.3625200e-05    4.3671800e-05    4.3745900e-05    4.3296500e-05    4.3297900e-05    4.3165200e-05    4.3031900e-05    4.2965200e-05    4.2712100e-05    4.2765300e-05    4.2693300e-05    4.2741400e-05    4.3463800e-05    4.4192100e-05    4.4160500e-05    4.4123600e-05    4.4084100e-05    4.4033300e-05    4.3985200e-05    4.3916400e-05    4.3840500e-05    4.3765100e-05    4.3705200e-05    4.3659400e-05    4.3630200e-05    4.3600800e-05    4.3573700e-05    4.3543200e-05    4.3531800e-05 
   1.3763700e-05    4.3319300e-05    5.9784900e-05    4.9786800e-05    4.7336900e-05    4.6374000e-05    4.5888600e-05    4.5620200e-05    4.5434100e-05    4.5349700e-05    4.5247700e-05    4.5259100e-05    4.5194400e-05    4.5196300e-05    4.5202200e-05    4.5156700e-05    4.5217600e-05    4.5182400e-05    4.5182300e-05    4.5255700e-05    4.5116700e-05    4.5164900e-05    4.5170700e-05    4.5048300e-05    4.4912600e-05    4.5165300e-05    4.4919200e-05    4.4773100e-05    4.4804800e-05    4.4804300e-05    4.4440900e-05    4.4352600e-05    4.4185300e-05    4.4083300e-05    4.3883900e-05    4.3791600e-05    4.3658000e-05    4.3585900e-05    4.3465700e-05    4.4178100e-05    4.4459200e-05    4.4409700e-05    4.4365500e-05    4.4316900e-05    4.4265200e-05    4.4221200e-05    4.4180700e-05    4.4146500e-05    4.4115700e-05    4.4086100e-05    4.4055600e-05    4.4018400e-05    4.3976300e-05    4.3930000e-05    4.3883600e-05    4.3846600e-05 
   7.8244800e-06    3.7739300e-05    6.6184200e-05    5.7296100e-05    5.1944700e-05    5.0173800e-05    4.9292000e-05    4.8797700e-05    4.8505300e-05    4.8304400e-05    4.8145500e-05    4.8088400e-05    4.8010100e-05    4.7960600e-05    4.7948900e-05    4.7692800e-05    4.7956600e-05    4.7922100e-05    4.7774900e-05    4.7773200e-05    4.7783000e-05    4.7694400e-05    4.7639600e-05    4.7663700e-05    4.7495600e-05    4.7293900e-05    4.7293900e-05    4.7150700e-05    4.7015600e-05    4.6841300e-05    4.6747400e-05    4.6365700e-05    4.6198800e-05    4.6067900e-05    4.5611700e-05    4.5628100e-05    4.5178200e-05    4.4950500e-05    4.4216800e-05    4.3950900e-05    4.5360900e-05    4.5315400e-05    4.5270500e-05    4.5231500e-05    4.5188700e-05    4.5146500e-05    4.5110500e-05    4.5067200e-05    4.5018500e-05    4.4970600e-05    4.4918400e-05    4.4865800e-05    4.4809300e-05    4.4747100e-05    4.4688800e-05    4.4654600e-05 
       0.0000000        0.0000000    1.1148000e-07    3.3860800e-05    7.3619300e-05    9.5172000e-05    7.1177800e-05    6.3065100e-05    5.9272200e-05    5.7139500e-05    5.5748100e-05    5.4765600e-05    5.4078300e-05    5.3546200e-05    5.3178900e-05    5.2645300e-05    5.2664600e-05    5.2367000e-05    5.2130800e-05    5.1921400e-05    5.1766300e-05    5.1643000e-05    5.1417400e-05    5.1254700e-05    5.1221800e-05    5.0797400e-05    5.0712600e-05    5.0490000e-05    5.0286100e-05    4.9982500e-05    4.9701000e-05    4.9373000e-05    4.9119900e-05    4.8750500e-05    4.8265500e-05    4.7961200e-05    4.7323200e-05    4.6782000e-05    4.5499900e-05    4.3901600e-05    4.6752400e-05    4.6694300e-05    4.6635500e-05    4.6583600e-05    4.6537300e-05    4.6483800e-05    4.6422900e-05    4.6366000e-05    4.6305800e-05    4.6244100e-05    4.6186900e-05    4.6124700e-05    4.6064700e-05    4.6008900e-05    4.5958100e-05    4.5923300e-05 
       0.0000000        0.0000000        0.0000000        0.0000000        0.0000000    7.8627700e-06    6.3599500e-05    0.00010725900    0.00011269800    8.2503900e-05    7.2974000e-05    6.8024900e-05    6.4896700e-05    6.2718200e-05    6.1199500e-05    5.9697100e-05    5.9209000e-05    5.8564200e-05    5.7627600e-05    5.7213700e-05    5.6720900e-05    5.6325700e-05    5.5897300e-05    5.5547000e-05    5.5098200e-05    5.4958000e-05    5.4439700e-05    5.4094500e-05    5.3758600e-05    5.3427300e-05    5.2973600e-05    5.2384500e-05    5.2095600e-05    5.1598400e-05    5.0853700e-05    5.0260100e-05    4.9377800e-05    4.8384400e-05    4.6695400e-05    4.4039200e-05    4.7744900e-05    4.7667400e-05    4.7599500e-05    4.7524100e-05    4.7449600e-05    4.7373500e-05    4.7299500e-05    4.7226800e-05    4.7149800e-05    4.7082800e-05    4.7018100e-05    4.6945400e-05    4.6883000e-05    4.6805500e-05    4.6749200e-05    4.6712100e-05 
       0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000    2.7739300e-05    9.4116200e-05    0.00013758300    0.00012055700    9.1644700e-05    8.1466100e-05    7.5601400e-05    7.1887400e-05    6.9044800e-05    6.7087200e-05    6.5460500e-05    6.4176900e-05    6.3095000e-05    6.2087700e-05    6.1439800e-05    6.0603100e-05    6.0079800e-05    5.9337100e-05    5.8731400e-05    5.8172900e-05    5.7633100e-05    5.7020900e-05    5.6490100e-05    5.5697500e-05    5.5215200e-05    5.4546600e-05    5.3375300e-05    5.2763600e-05    5.1566400e-05    5.0222800e-05    4.8089600e-05    4.4676500e-05    4.8483100e-05    4.8334100e-05    4.8192400e-05    4.8082600e-05    4.7975500e-05    4.7870900e-05    4.7770400e-05    4.7670600e-05    4.7575600e-05    4.7482000e-05    4.7385400e-05    4.7291500e-05    4.7207900e-05    4.7122400e-05    4.7048600e-05    4.6990300e-05 
       0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000    4.6082800e-05    0.00011692800    0.00016620800    0.00013379700    0.00010469500    9.2264800e-05    8.5260700e-05    8.0607400e-05    7.7092300e-05    7.4570800e-05    7.2410600e-05    7.0595700e-05    6.9222400e-05    6.7975300e-05    6.6693600e-05    6.5836100e-05    6.4829600e-05    6.3697900e-05    6.2645600e-05    6.2264000e-05    6.1040800e-05    6.0203300e-05    5.9310700e-05    5.8161800e-05    5.7095100e-05    5.5417200e-05    5.3657600e-05    5.0985600e-05    4.6982500e-05    5.0245800e-05    5.0058200e-05    4.9860500e-05    4.9662700e-05    4.9465400e-05    4.9266900e-05    4.9113400e-05    4.8975500e-05    4.8837200e-05    4.8698200e-05    4.8564500e-05    4.8436700e-05    4.8313400e-05    4.8185800e-05    4.8079400e-05    4.7986200e-05 
       0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000    8.0671200e-08    8.4100200e-05    0.00014782100    0.00019297600    0.00014104400    0.00011506100    0.00010254300    9.4634200e-05    8.9178600e-05    8.5441200e-05    8.2022200e-05    7.9542500e-05    7.7369400e-05    7.5579400e-05    7.3851600e-05    7.2502000e-05    7.0539600e-05    6.9820100e-05    6.8475900e-05    6.6980200e-05    6.6023900e-05    6.4459800e-05    6.2673500e-05    6.0865100e-05    5.8959400e-05    5.5902100e-05    5.0945000e-05    5.3063800e-05    5.2650900e-05    5.2382800e-05    5.2133700e-05    5.1893100e-05    5.1618600e-05    5.1330100e-05    5.1049800e-05    5.0819500e-05    5.0646600e-05    5.0485500e-05    5.0317300e-05    5.0150100e-05    4.9986200e-05    4.9822700e-05    4.9664300e-05 
