nr_core  nr_sol  npol  
      11       4     101
raxis  zaxis  
       516.36372       30.895237
       514.30217       31.267968
       512.15604       31.589654
       509.91963       31.846245
       507.59147       32.014538
       505.17479       32.072903
       502.68356       31.984984
       500.14122       31.714038
       497.57744       31.230522
       495.03376       30.502645
       492.55657       29.509702
       490.19631       28.239263
       487.99395       26.699554
       485.98229       24.910269
       484.18366       22.900150
       482.61022       20.703017
       481.25264       18.359737
       480.10571       15.902021
       479.16522       13.355832
       478.41649       10.746456
       477.83783       8.0948429
       477.43216       5.4124036
       477.19125       2.7111305
       477.11293    0.0011866568
       477.19427      -2.7088999
       477.43343      -5.4099443
       477.83604      -8.0930546
       478.41276      -10.745194
       479.16524      -13.353612
       480.10484      -15.900249
       481.25182      -18.357874
       482.61235      -20.699718
       484.18695      -22.895694
       485.98046      -24.909323
       487.99409      -26.696807
       490.19769      -28.235277
       492.55699      -29.506225
       495.03010      -30.504418
       497.57561      -31.229803
       500.13907      -31.714868
       502.68303      -31.982982
       505.17485      -32.070543
       507.59026      -32.015551
       509.91871      -31.846852
       512.15647      -31.585856
       514.30258      -31.264571
       516.36335      -30.895572
       518.34889      -30.480041
       520.26675      -30.039610
       522.12690      -29.566788
       523.93998      -29.074710
       525.71605      -28.564764
       527.46509      -28.034122
       529.19738      -27.484317
       530.92252      -26.912163
       532.65260      -26.319937
       534.39664      -25.700830
       536.16367      -25.048267
       537.96848      -24.362786
       539.82359      -23.638569
       541.74106      -22.866229
       543.73417      -22.035697
       545.82551      -21.142496
       548.02463      -20.165869
       550.35412      -19.092334
       552.83223      -17.901522
       555.47419      -16.565760
       558.29225      -15.053773
       561.27543      -13.322897
       564.38975      -11.327152
       567.50261      -9.0096648
       570.35998      -6.3249068
       572.48931      -3.2903936
       573.30007    0.0020506657
       42.488604
       580.95822    0.0010842554
       579.84600       3.7498760
       577.05822       7.1758073
       573.49181       10.154245
       569.75090       12.706746
       566.10717       14.895330
       562.66333       16.787340
       559.45093       18.439437
       556.46528       19.901183
       553.68453       21.208237
       551.08529       22.391783
       548.63708       23.470626
       546.32197       24.468063
       544.11542       25.396941
       541.99434       26.264816
       539.94368       27.083585
       537.94876       27.863324
       535.99328       28.607192
       534.06334       29.320150
       532.14792       30.009235
       530.23407       30.677290
       528.30950       31.325033
       526.36226       31.955225
       524.38117       32.569171
       522.35314       33.165008
       520.26674       33.747719
       518.10861       34.303335
       515.86650       34.832731
       513.52856       35.323767
       511.08455       35.763302
       508.52873       36.127338
       505.85904       36.390952
       503.07973       36.525562
       500.20988       36.484552
       497.28041       36.222061
       494.33601       35.691831
       491.42644       34.863252
       488.61359       33.708348
       485.96280       32.214704
       483.52256       30.398597
       481.33457       28.286946
       479.42495       25.920192
       477.78347       23.356460
       476.39479       20.645690
       475.25304       17.823405
       474.31984       14.930145
       473.58452       11.987139
       473.03065       9.0118966
       472.64546       6.0171488
       472.41572       3.0115598
       472.34369    0.0012112301
       472.41951      -3.0093113
       472.64524      -6.0148461
       473.03099      -9.0097223
       473.58507      -11.984691
       474.31879      -14.928394
       475.24564      -17.824169
       476.39466      -20.643559
       477.78453      -23.353787
       479.42235      -25.919587
       481.33489      -28.284434
       483.52557      -30.393600
       485.96400      -32.211169
       488.61507      -33.703990
       491.42732      -34.859313
       494.33580      -35.689286
       497.27848      -36.221770
       500.20999      -36.481268
       503.07747      -36.527050
       505.85683      -36.393626
       508.52735      -36.128560
       511.08497      -35.759249
       513.52842      -35.322291
       515.86653      -34.830525
       518.10829      -34.305903
       520.26689      -33.746582
       522.35361      -33.167274
       524.38156      -32.570363
       526.36294      -31.955530
       528.30990      -31.324582
       530.23515      -30.678114
       532.14936      -30.010800
       534.06456      -29.320588
       535.99450      -28.607493
       537.95019      -27.863325
       539.94379      -27.082092
       541.99484      -26.263308
       544.11602      -25.395714
       546.32366      -24.467608
       548.64207      -23.472615
       551.08734      -22.390921
       553.68728      -21.207778
       556.46806      -19.900191
       559.45452      -18.438598
       562.66476      -16.784710
       566.10736      -14.892852
       569.75913      -12.705033
       573.49496      -10.152903
       577.06884      -7.1686984
       579.80704      -3.7616450
       580.95822    0.0010842554
       47.209560
       589.10314    0.0016866982
       587.54118       4.2335681
       583.84959       8.0332341
       579.43749       11.288599
       575.00865       14.056224
       570.80697       16.422557
       566.91238       18.469165
       563.31897       20.259838
       560.00514       21.847293
       556.93898       23.273810
       554.07986       24.567449
       551.40045       25.756771
       548.86780       26.858934
       546.45438       27.887819
       544.13845       28.856613
       541.89948       29.775658
       539.71792       30.650752
       537.57899       31.491659
       535.46672       32.302267
       533.36716       33.088771
       531.26652       33.854669
       529.15079       34.602198
       527.00665       35.332913
       524.82024       36.046504
       522.57844       36.744420
       520.26666       37.426272
       517.87005       38.093804
       515.37359       38.734339
       512.76326       39.335918
       510.02558       39.887930
       507.14970       40.371283
       504.13481       40.745865
       500.98872       40.969084
       497.73427       40.987562
       494.40854       40.747158
       491.06227       40.197614
       487.76851       39.284743
       484.59095       37.991835
       481.61693       36.295697
       478.91343       34.211482
       476.53606       31.773275
       474.51843       29.033872
       472.85196       26.067686
       471.49895       22.949553
       470.41340       19.739502
       469.55161       16.479610
       468.87796       13.195475
       468.37958       9.8992804
       468.03652       6.5992893
       467.83499       3.2999068
       467.76944    0.0010706543
       467.83860      -3.2973535
       468.03676      -6.5972283
       468.37717      -9.8973419
       468.87873      -13.193270
       469.55012      -16.477750
       470.41884      -19.735235
       471.50053      -22.946619
       472.85130      -26.065884
       474.51914      -29.031282
       476.53574      -31.771400
       478.90949      -34.212571
       481.61918      -36.291199
       484.59292      -37.987669
       487.76753      -39.283441
       491.06333      -40.193829
       494.40893      -40.743823
       497.73444      -40.984696
       500.98935      -40.964856
       504.13408      -40.744470
       507.14968      -40.367709
       510.02431      -39.889559
       512.76238      -39.337014
       515.37328      -38.730260
       517.87006      -38.091712
       520.26653      -37.427367
       522.57849      -36.744955
       524.82051      -36.046224
       527.00659      -35.330120
       529.15091      -34.600245
       531.26632      -33.851881
       533.36809      -33.088727
       535.46924      -32.305627
       537.58049      -31.492179
       539.71819      -30.649312
       541.89884      -29.772704
       544.13800      -28.854140
       546.45392      -27.885301
       548.86795      -26.857206
       551.40439      -25.758131
       554.08119      -24.566545
       556.94127      -23.272883
       560.00872      -21.847135
       563.32361      -20.259479
       566.91733      -18.468757
       570.81618      -16.422857
       575.01489      -14.055008
       579.43318      -11.284042
       583.84576      -8.0317369
       587.57052      -4.2242452
       589.10314    0.0016866982
       51.930517
       598.79699    0.0018218297
       595.92076       4.7607144
       590.54227       8.8786965
       584.99550       12.349100
       579.83291       15.294641
       575.11309       17.821662
       570.81743       20.015160
       566.90686       21.948032
       563.32883       23.674085
       560.03381       25.237619
       556.98060       26.674685
       554.12200       28.008177
       551.42291       29.258236
       548.85468       30.443833
       546.37774       31.563403
       543.97302       32.629519
       541.62460       33.655522
       539.30360       34.628496
       536.99747       35.555476
       534.69576       36.444409
       532.38228       37.288496
       530.04851       38.098715
       527.68374       38.882039
       525.27454       39.642852
       522.80758       40.386794
       520.26654       41.113804
       517.63539       41.824094
       514.89621       42.511218
       512.03059       43.175402
       509.02247       43.793291
       505.85909       44.342699
       502.53271       44.791866
       499.05099       45.086560
       495.43276       45.174092
       491.71661       44.989037
       487.96053       44.466917
       484.22857       43.563863
       480.58736       42.255388
       477.10567       40.532061
       473.88888       38.368224
       471.09662       35.725106
       468.93886       32.574704
       467.43571       29.045493
       466.37311       25.361701
       465.56956       21.657328
       464.95237       17.974198
       464.46878       14.327633
       464.10874       10.714047
       463.86128       7.1268241
       463.71642       3.5590038
       463.67209    0.0011528662
       463.71761      -3.5567742
       463.85849      -7.1249983
       464.11087      -10.711297
       464.47195      -14.324783
       464.95088      -17.972364
       465.57614      -21.652618
       466.37732      -25.357832
       467.43946      -29.041331
       468.95074      -32.565185
       471.10106      -35.719363
       473.88279      -38.370845
       477.10145      -40.533494
       480.59054      -42.249597
       484.22935      -43.560376
       487.96218      -44.462101
       491.71770      -44.984962
       495.42936      -45.177576
       499.05042      -45.086045
       502.53350      -44.788105
       505.85884      -44.342111
       509.02225      -43.793633
       512.02984      -43.178447
       514.89579      -42.514661
       517.63557      -41.820053
       520.26682      -41.114940
       522.80757      -40.384720
       525.27432      -39.639227
       527.68473      -38.884781
       530.04909      -38.098956
       532.38097      -37.282316
       534.69466      -36.439311
       536.99767      -35.553772
       539.30349      -34.626091
       541.62667      -33.656422
       543.97851      -32.634897
       546.37803      -31.561645
       548.85449      -30.441210
       551.42901      -29.261952
       554.12321      -28.006746
       556.98275      -26.674263
       560.03589      -25.236832
       563.33042      -23.673021
       566.91175      -21.948160
       570.81817      -20.013238
       575.11219      -17.819146
       579.83560      -15.293019
       585.00295      -12.348615
       590.55330      -8.8754687
       595.87790      -4.7612766
       598.79699    0.0018218297
       56.651473
       605.93609    0.0018869767
       602.79839       5.1934061
       596.93095       9.6857503
       590.87993       13.471645
       585.24801       16.684963
       580.09911       19.441712
       575.41294       21.834620
       571.14687       23.943207
       567.24356       25.826174
       563.64899       27.531848
       560.31821       29.099555
       557.19974       30.554275
       554.25528       31.917975
       551.45358       33.211354
       548.75146       34.432702
       546.12813       35.595738
       543.56621       36.715014
       541.03421       37.776440
       538.51843       38.787691
       536.00748       39.757436
       533.48369       40.678258
       530.93776       41.562134
       528.35800       42.416669
       525.72978       43.246647
       523.03856       44.058220
       520.26651       44.851322
       517.39617       45.626184
       514.40798       46.375774
       511.28184       47.100338
       508.00025       47.774398
       504.54930       48.373753
       500.92051       48.863753
       497.12227       49.185238
       493.17512       49.280727
       489.12114       49.078849
       485.02359       48.509263
       480.95237       47.524113
       476.98013       46.096687
       473.18192       44.216693
       469.67271       41.856144
       466.62660       38.972742
       464.27268       35.535940
       462.63288       31.685891
       461.47368       27.667210
       460.59708       23.626076
       459.92378       19.608115
